Tipo esercizio storico,Insegna,Tipo via,Nome via,Civico,Codice via,ZD,Forma commercio,Forma commercio prev,Forma vendita,Settore storico,Superficie somministrazione,Isolato,Accesso
bar-caffe',,VIA,GRAZIANO IMPERATORE,41,1524,9,somministrazione/minuto,somministrazione,al banco,giochi legge 388/2000;elettr.automatici meccaniche;tavola fredda;bar-caffe',82, 102, accesso esterno
bar-caffe',,VIA,GRAZIOLI DON BARTOLOMEO,10,1473,9,somministrazione/minuto,somministrazione,al banco,genere merceol.autorizz.sanit.;bar-caffe';tavola fredda;prodotti di gastronomia,66, 180, accesso esterno
bar-caffe',,VIA,GROSOTTO,1,7328,8,somministrazione/minuto,minuto,al banco,bar-caffe';giochi legge 388/2000;tavola fredda;bar gastronomici e simili;cibi cotti preconfezionati,105, 315, accesso esterno
bar-caffe',,VIA,GUASCONA,60,6726,7,somministrazione,somministrazione,al banco,bar gastronomici e simili;tavola fredda;bar-caffe';genere merceol.autorizz.sanit.;cibi cotti preconfezionati,52, 236, accesso esterno
bar-caffe',,VIA,GUINTELLINO GUGLIELMO,25,5369,6,somministrazione/minuto,somministrazione,misto,"bar-caffe';giochi legge 388/2000;trattoria;ristorante, trattoria, osteria",72, 129, accesso esterno
bar-caffe',,VIA,GULLI TOMMASO,54,6634,7,somministrazione/minuto,somministrazione,al banco,bar gastronomici e simili;tavola fredda;genere merceol.autorizz.sanit.;bar-caffe',54, 191, accesso esterno
bar-caffe',,VIA,HAYEZ FRANCESCO,14,2172,3,somministrazione,somministrazione,al banco,tavola fredda;bar-caffe';bar pasticc.gelat.crem.creper.,37, 091, accesso esterno
bar-caffe',,VIA,HOEPLI ULRICO,3,190,1,somministrazione,somministrazione,al banco,bar-caffe';tavola fredda;cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar gastronomici e simili,124, 384, accesso esterno
bar-caffe',,VIA,IGLESIAS,43,2458,2,somministrazione,somministrazione,misto,bar gastronomici e simili;genere merceol.autorizz.sanit.;bar-caffe';tavola fredda,60, 196, accesso esterno
bar-caffe',,VIA,IMBONATI CARLO,27,1311,9,somministrazione,somministrazione,al banco,bar gastronomici e simili;tavola fredda;genere merceol.autorizz.sanit.;bar-caffe',47, 088, accesso esterno
bar-caffe',,VIA,IMBONATI CARLO,51,1311,9,somministrazione,somministrazione,misto,"tavola fredda;bar-caffe';tavola calda;tav.calde,self service,fast f.;genere merceol.autorizz.sanit.",62, 069, accesso esterno
bar-caffe',,VIA,IMBONATI CARLO,74,1311,9,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;tavola fredda;bar gastronomici e simili;cibi cotti preconfezionati;bar-caffe',27, 052, accesso esterno
bar-caffe',,VIA,INAMA VIRGILIO,18,3169,3,somministrazione/minuto,somministrazione,al banco,bar-caffe';giochi legge 388/2000;tavola fredda,32, 162, accesso esterno
bar-caffe',,VIA,INGANNI ANGELO,103,6672,6,somministrazione,somministrazione,al banco,bar gastronomici e simili;genere merceol.autorizz.sanit.;bar-caffe';tavola fredda,47, 048, accesso esterno
bar-caffe',,VIA,INGANNI ANGELO,3,6672,6,somministrazione,somministrazione,al banco,bar gastronomici e simili;tavola fredda;bar-caffe',68, 128, accesso esterno
bar-caffe',,VIA,INGANNI ANGELO,48,6672,6,somministrazione,somministrazione,al banco,giochi legge 388/2000;tavola fredda;bar-caffe',72, 058, accesso esterno
bar-caffe',,VIA,INGANNI ANGELO,77,6672,6,somministrazione,somministrazione,misto,bar-caffe';bar gastronomici e simili;genere merceol.autorizz.sanit.;tavola fredda,83, 054, accesso esterno
bar-caffe',,VIA,JACOPINO DA TRADATE,13,7292,8,somministrazione/minuto,somministrazione,misto,"cibi cotti preconfezionati;bar gastronomici e simili;bar-caffe';bar pasticc.gelat.crem.creper.;ristorante, trattoria, osteria",60, 275, accesso esterno
bar-caffe',,VIA,JARACH FEDERICO,7,2589,2,somministrazione,somministrazione,al banco,bar gastronomici e simili;genere merceol.autorizz.sanit.;cibi cotti preconfezionati;bar-caffe',32, 212, accesso esterno
bar-caffe',,VIA,KRAMER ANTONIO,23,3180,3,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;cibi cotti preconfezionati;bar-caffe';bar gastronomici e simili,50, 165, accesso esterno
bar-caffe',,VIA,LAMARMORA ALFONSO,19,4103,1,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;cibi cotti preconfezionati;licenza giochi leciti/elettr..;bar gastronomici e simili;bar-caffe';tavola fredda,46, 114, accesso esterno
bar-caffe',,VIA,LAMBRO,11,2186,3,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;tavola fredda;bar-caffe',35, 144, accesso esterno
bar-caffe',,VIA,LAMBRUSCHINI RAFFAELE,29,7271,9,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;bar-caffe';tavola fredda;prodotti di gastronomia;bar gastronomici e simili,99, 021, accesso esterno
bar-caffe',,VIA,LAMPEDUSA,13,5329,5,somministrazione,somministrazione,al banco,"bar-caffe';bar gastronomici e simili;tavola fredda;tavola calda;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria",80, 026, accesso esterno
bar-caffe',,VIA,LANINO BERNARDINO,2,6105,6,somministrazione,somministrazione,al banco,bar-caffe';prodotti di gastronomia;giochi legge 388/2000;bar gastronomici e simili,50, 008, accesso esterno
bar-caffe',,VIA,LANZONE,030/a,554,1,somministrazione,somministrazione,al banco,bar gastronomici e simili;bar pasticc.gelat.crem.creper.;cibi cotti preconfezionati;bar-caffe';tavola fredda;genere merceol.autorizz.sanit.,67, 338, accesso esterno
bar-caffe',,VIA,LARGA,31,318,1,somministrazione,somministrazione,al banco,cibi cotti preconfezionati;bar-caffe',46, 326, accesso esterno
bar-caffe',,VIA,LECCO,22,2110,3,somministrazione,somministrazione,al banco,elettr.automatici meccaniche;bar-caffe';prodotti di gastronomia;bar gastronomici e simili;carte,31, 103, accesso esterno
bar-caffe',,VIA,LECCO,4,2110,3,somministrazione/minuto,somministrazione,al banco,bar-caffe',80, 137, accesso esterno
bar-caffe',,VIA,LESSONA MICHELE,48,7490,8,somministrazione,somministrazione,misto,bar-caffe';giochi legge 388/2000;tavola fredda,48, 045, accesso esterno
bar-caffe',,VIA,LIPPI FILIPPINO,2,2196,3,somministrazione,somministrazione,misto,bar-caffe';tavola fredda;genere merceol.autorizz.sanit.,59, 092, accesso esterno
bar-caffe',,VIA,LITTA MODIGNANI ALESSANDRO,5,1539,9,somministrazione,somministrazione,al banco,bar-caffe';tavola fredda;giochi legge 388/2000,50, 079, accesso esterno
bar-caffe',,VIA,LITTA MODIGNANI ALESSANDRO,97,1539,9,somministrazione/minuto,somministrazione,al banco,carte;bar-caffe';gioco video;biliardino elettrico;biliardino,19, 074, accesso esterno
bar-caffe',,VIA,LIVIGNO,26,1296,9,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;prodotti di gastronomia;bar-caffe',55, 067, accesso esterno
bar-caffe',,VIA, LIVIGNO,006/a,1437,9,somministrazione,somministrazione,misto,prodotti di gastronomia;bar-caffe';bar gastronomici e simili;genere merceol.autorizz.sanit.;tavola fredda,42, 086, accesso esterno
bar-caffe',,VIA,LOCATELLI ANTONIO,1,1191,2,somministrazione,somministrazione,al banco,"bar-caffe';wine,birr.,pub enot.,caff.,the;tavola fredda;bar gastronomici e simili",195, 312, accesso esterno
bar-caffe',,VIA,LODOVICO IL MORO,185,5290,6,somministrazione,somministrazione,al banco,bar-caffe';bar gastronomici e simili;tavola fredda;genere merceol.autorizz.sanit.,45, 034, accesso esterno
bar-caffe',,VIA,LOMAZZO PAOLO,2,7079,1,somministrazione,somministrazione,misto,giochi legge 388/2000;genere merceol.autorizz.sanit.;prodotti di gastronomia;tavola fredda;bar-caffe';bar gastronomici e simili,34, 109, accesso esterno
bar-caffe',,VIA,LOMAZZO PAOLO,39,7079,8,somministrazione,somministrazione,misto,"tavola fredda;tavola calda;bar-caffe';genere merceol.autorizz.sanit.;cibi cotti preconfezionati;tav.calde,self service,fast f.",92, 054, accesso esterno
bar-caffe',,VIA,LOMAZZO PAOLO,65,7079,8,somministrazione,somministrazione,al banco,"genere merceol.autorizz.sanit.;bar-caffe';ristorante, trattoria, osteria;ristorante;wine,birr.,pub enot.,caff.,the",179, 312, accesso esterno
bar-caffe',,VIA,LOMBROSO CESARE,20,3334,4,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;ristorante;bar-caffe'",80, 088, accesso esterno
bar-caffe',,VIA,LOMBROSO CESARE,32,3334,4,somministrazione,somministrazione,al banco,"bar-caffe';genere merceol.autorizz.sanit.;trattoria;ristorante, trattoria, osteria",78, 090, accesso interno
bar-caffe',,VIA, LONGARONE,018/4,7174,8,somministrazione,somministrazione,misto,bar-caffe';genere merceol.autorizz.sanit.;cibi cotti preconfezionati;tavola fredda,79, 040, accesso esterno
bar-caffe',,VIA,LORENTEGGIO,22,5132,6,somministrazione,somministrazione,misto,bar gastronomici e simili;cibi cotti preconfezionati;bar-caffe';genere merceol.autorizz.sanit.;tavola fredda;giochi legge 388/2000,58, 126, accesso esterno
bar-caffe',,VIA,LORENTEGGIO,35,5132,6,somministrazione,somministrazione,al banco,bar-caffe';tavola fredda;giochi legge 388/2000,19, 149, accesso esterno
bar-caffe',,VIA,LORENTEGGIO,3,5132,6,somministrazione,somministrazione,al banco,tavola fredda;prodotti di gastronomia;bar-caffe';giochi legge 388/2000,43, 152, accesso esterno
bar-caffe',,VIA,LORENTEGGIO,5,5132,6,somministrazione,somministrazione,al banco,cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar gastronomici e simili;bar-caffe';tavola fredda,32, 152, accesso esterno
bar-caffe',,VIA,LOSANNA,29,7190,8,somministrazione,somministrazione,misto,bar gastronomici e simili;cibi cotti preconfezionati;bar-caffe';genere merceol.autorizz.sanit.;tavola fredda,61, 029, accesso esterno
bar-caffe',,VIA,MACCHI MAURO,26,2133,2,somministrazione,somministrazione,al banco,biliardo;cibi cotti preconfezionati;elettr.automatici meccaniche;bar gastronomici e simili;carte;bar-caffe';bocce,52, 040, accesso esterno
bar-caffe',,VIA,MAC MAHON,104,7221,8,somministrazione,somministrazione,misto,bar-caffe';genere merceol.autorizz.sanit.;tavola fredda;bar pasticc.gelat.crem.creper.,43, 270, accesso esterno
bar-caffe',,VIA,MAC MAHON,107,7221,8,somministrazione,somministrazione,al banco,bar gastronomici e simili;genere merceol.autorizz.sanit.;bar-caffe';tavola fredda;cibi cotti preconfezionati,44, 277, accesso esterno
bar-caffe',,VIA,MAC MAHON,20,7221,8,somministrazione,somministrazione,al banco,bar-caffe';cibi cotti preconfezionati;giochi legge 388/2000;genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda,35, 005, accesso esterno
bar-caffe',,VIA,MAC MAHON,87,7221,8,somministrazione/minuto,minuto,al banco,genere merceol.autorizz.sanit.;bar-caffe';bar gastronomici e simili,19, 289, accesso esterno
bar-caffe',,VIA,MADDALENA,1,401,1,somministrazione,somministrazione,misto,bar-caffe';genere merceol.autorizz.sanit.;tavola fredda;bar gastronomici e simili;cibi cotti preconfezionati,81, 355, accesso esterno
bar-caffe',,VIA,MADONNINA,27,134,1,somministrazione/minuto,somministrazione,misto,"trattoria;bar-caffe';ristorante, trattoria, osteria;disco-piano-americ.bar serali",96, 301, accesso esterno
bar-caffe',,VIA,MAESTRI PIETRO,1,3049,1,somministrazione,somministrazione,al banco,bar-caffe';bar pasticc.gelat.crem.creper.;genere merceol.autorizz.sanit.,10,, accesso esterno
bar-caffe',,VIA,MAGGI CARLO MARIA,6,7115,1,somministrazione,somministrazione,al banco,"bar-caffe';ristorante, trattoria, osteria;pizzeria;genere merceol.autorizz.sanit.;trattoria;wine,birr.,pub enot.,caff.,the",105, 124, accesso esterno
bar-caffe',,VIA,MAIOCCHI ACHILLE,3,2162,3,somministrazione,somministrazione,al banco,bar-caffe';bar gastronomici e simili;genere merceol.autorizz.sanit.;tavola fredda;cibi cotti preconfezionati,34, 112, accesso esterno
bar-caffe',,VIA,MAMELI GOFFREDO,8,3088,4,somministrazione/minuto,somministrazione,al banco,bar-caffe';cibi cotti preconfezionati;tavola fredda;giochi legge 388/2000;bar gastronomici e simili,58, 019, accesso esterno
bar-caffe',,VIA,MANGIAGALLI LUIGI,2,3202,3,somministrazione,somministrazione,misto,bar-caffe';prodotti di gastronomia;tavola fredda;genere merceol.autorizz.sanit.,49, 135, accesso esterno
bar-caffe',,VIA,MANTEGAZZA PAOLO,38,7275,8,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;tavola fredda;bar-caffe',72, 353, accesso esterno
bar-caffe',,VIA,MANZONI ALESSANDRO,12,230,1,somministrazione,somministrazione,misto,bar pasticc.gelat.crem.creper.;bar-caffe';prodotti di gastronomia;genere merceol.autorizz.sanit.;tavola fredda;bar gastronomici e simili,116, 363, accesso esterno
bar-caffe',,VIA,MARCO AURELIO,44,2298,2,somministrazione,somministrazione,misto,prodotti di gastronomia;bar gastronomici e simili;bar-caffe',77, 326, accesso esterno
bar-caffe',,VIA,MARCO AURELIO,50,2298,2,somministrazione,somministrazione,al banco,"tavola calda;pizzeria;tav.calde,self service,fast f.;genere merceol.autorizz.sanit.;bar-caffe';tavola fredda",53, 326, accesso esterno
bar-caffe',,VIA,MARCO D'AGRATE,23,4276,5,somministrazione,somministrazione,al banco,bar-caffe';tavola fredda;giochi legge 388/2000,34, 114, accesso esterno
bar-caffe',,VIA,MARCO D'AGRATE,25,4276,5,somministrazione,somministrazione,misto,bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili;prodotti di gastronomia,72, 114, accesso esterno
bar-caffe',,VIA,MARCONA,34,3080,4,somministrazione,somministrazione,misto,giochi legge 388/2000;bar-caffe';prodotti di gastronomia,20, 039,
bar-caffe',,VIA,MARCONA,77,3080,4,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;prodotti di gastronomia;bar-caffe';tavola fredda,36, 237, accesso esterno
bar-caffe',,VIA,MARCO POLO,6,1103,9,somministrazione,somministrazione,misto,bar gastronomici e simili;bar-caffe';genere merceol.autorizz.sanit.;prodotti di gastronomia,60, 335, accesso esterno
bar-caffe',,VIA,MARESCALCHI FERDINANDO,1,3315,3,somministrazione/minuto,somministrazione,al banco,tavola fredda;bar-caffe';biliardino elettrico;biliardo;bocce;cibi cotti preconfezionati;gioco video;carte,48, 199, accesso esterno
bar-caffe',,VIA,MARGHERA,16,6280,7,somministrazione,somministrazione,al banco,bar gastronomici e simili;bar-caffe';tavola fredda;genere merceol.autorizz.sanit.,30, 194, accesso esterno
bar-caffe',,VIA,MARGHERA,29,6280,7,somministrazione,somministrazione,misto,"bar-caffe';ristorante, trattoria, osteria;cibi cotti preconfezionati;genere merceol.autorizz.sanit.;tavola fredda;wine,birr.,pub enot.,caff.,the",63, 213, accesso esterno
bar-caffe',,VIA,MAR NERO,6,6415,7,somministrazione/minuto,somministrazione,al banco,bar-caffe';tavola fredda,25, 165, accesso esterno
bar-caffe',,VIA,MARONCELLI PIETRO,1,1113,9,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;ristorante;bar-caffe'",47, 313, accesso esterno
bar-caffe',,VIA,MAROSTICA,29,6591,7,somministrazione/minuto,minuto,al banco,bar-caffe';tavola fredda,27, 020, accesso esterno
bar-caffe',,VIA,MAROSTICA,44,6591,7,somministrazione/minuto,somministrazione,al banco,bar-caffe';tavola fredda;bar pasticc.gelat.crem.creper.;bar gastronomici e simili;cibi cotti preconfezionati;genere merceol.autorizz.sanit.,93, 018, accesso esterno
bar-caffe',,VIA,MARTINETTI PIERO,21,6339,7,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;tavola fredda,25, 191, accesso esterno
bar-caffe',,VIA,MASCHERONI LORENZO,22,6183,1,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;cibi cotti preconfezionati;bar-caffe';tavola fredda,62, 180, accesso esterno
bar-caffe',,VIA,MASOLINO DA PANICALE,2,7264,8,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;tavola fredda;bar gastronomici e simili;bar-caffe',60, 301, accesso esterno
bar-caffe',,VIA,MASOTTO UMBERTO,1,3283,4,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili;cibi cotti preconfezionati,25, 219, accesso esterno
bar-caffe',,VIA,MAZZINI GIUSEPPE,15,516,1,somministrazione,somministrazione,al banco,bar gastronomici e simili;bar-caffe';genere merceol.autorizz.sanit.;cibi cotti preconfezionati,110, 448, accesso esterno
bar-caffe',,VIA,MAZZOLARI DON PRIMO,29,5457,6,somministrazione,somministrazione,al banco,bar-caffe';tavola fredda;genere merceol.autorizz.sanit.;bar gastronomici e simili,41, 090, accesso esterno
bar-caffe',,VIA,MECENATE,12,3323,4,somministrazione,somministrazione,al banco,bar gastronomici e simili;tavola fredda;bar-caffe';genere merceol.autorizz.sanit.,28, 072, accesso esterno
bar-caffe',,VIA,MECENATE,30,3323,4,somministrazione/minuto,somministrazione,al banco,bar-caffe';bar gastronomici e simili;genere merceol.autorizz.sanit.,57, 073, accesso esterno
bar-caffe',,VIA,MECENATE,38,3323,4,somministrazione,somministrazione,al banco,prodotti di gastronomia;genere merceol.autorizz.sanit.;bar-caffe',44, 073, accesso esterno
bar-caffe',,VIA,MECENATE,5,3323,4,somministrazione,somministrazione,misto,bar gastronomici e simili;bar-caffe';carte;trattoria,54, 074, accesso esterno
bar-caffe',,VIA,MECENATE,99,3323,4,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;tavola fredda;bar-caffe';bar gastronomici e simili;cibi cotti preconfezionati,69, 096, accesso esterno
bar-caffe',,VIA,MEDA GIUSEPPE,29,5242,5,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;bar-caffe';ristorante;ristorante, trattoria, osteria",230, 002, accesso esterno
bar-caffe',,VIA,MEDA GIUSEPPE,43,5242,5,somministrazione,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda,37, 009, accesso esterno
bar-caffe',,VIA,MEDA GIUSEPPE,53,5242,5,somministrazione,somministrazione,misto,bar-caffe';tavola fredda;bar gastronomici e simili;genere merceol.autorizz.sanit.,42, 010, accesso esterno
bar-caffe',,VIA,MEDEGHINO,15,5335,5,somministrazione,somministrazione,al banco,bar gastronomici e simili;elettr.automatici meccaniche;bar-caffe';tavola fredda,46, 046, accesso esterno
bar-caffe',,VIA,MEDEGHINO,34,5335,5,somministrazione/minuto,somministrazione,al banco,bar-caffe';genere merceol.autorizz.sanit.;tavola fredda;bar gastronomici e simili,34, 043, accesso esterno
bar-caffe',,VIA,MEDEGHINO,4,5335,5,somministrazione,somministrazione,misto,bar gastronomici e simili;tavola fredda;cibi cotti;bar-caffe';genere merceol.autorizz.sanit.,44, 044, accesso esterno
bar-caffe',,VIA,MELLERIO GIACOMO,5,6152,1,somministrazione/minuto,somministrazione,al banco,bar gastronomici e simili;biliardo;carte;bocce;bar-caffe',55, 283, accesso esterno
bar-caffe',,VIA,MELLONI MACEDONIO,19,3085,4,somministrazione/minuto,somministrazione,al banco,bar-caffe';tavola fredda,32, 004, accesso esterno
bar-caffe',,VIA,MELORIA,24,6424,8,somministrazione,somministrazione,misto,bar gastronomici e simili,63, 164,
bar-caffe',,VIA,MELZO,22,2184,3,somministrazione,somministrazione,misto,tavola fredda;genere merceol.autorizz.sanit.;bar-caffe',174, 060, accesso esterno
bar-caffe',,VIA,MELZO,3,2184,3,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;bar-caffe';ristorante, trattoria, osteria;pizzeria;tavola calda",72, 150, accesso esterno
